Series Name,"Series Code","Country Name","Country Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]"
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Samoa","WSM","0.819042437431991","0.835469282207261","0.830662241904611","0.866893314270919","0.84095625374061","0.896731488531588","0.911211856825737","0.945486762559933","0.979060187657335","1.01185439278024","1.00436078515615","1.07470759065356","1.04663995686967","1.03806413395052","1.02978834052733","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","San Marino","SMR","","","","","","","","","","","","","","","","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Sao Tome and Principe","STP","0.343931720127556","0.362500176526246","0.404944474735832","0.444868303992667","0.482598424678717","0.494808198933368","0.529354539064069","0.517109030600671","0.505299167829947","0.536698026496812","0.566490822538564","0.574250559284116","0.621562805854918","0.607752145205699","0.594339819936633","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Saudi Arabia","SAU","14.3002727468168","13.9513569824281","14.9001376224602","14.5090552248417","17.0406039634266","16.6338116497461","17.6065466445382","15.3559788709022","16.5829992710317","17.5896118641822","18.9053424973007","17.7023072439215","19.4195057841035","18.0683580838082","19.5292717983416","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Senegal","SEN","0.398455815489437","0.427325302873936","0.433824209056945","0.466322150053556","0.477622831953139","0.516581422926096","0.40932136446858","0.436387427962825","0.41736159837338","0.365212358587026","0.599610304214953","0.629136953787372","0.577471338918714","0.596523237433712","0.608809117433519","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Serbia","SRB","","","","","","","7.28692885406585","7.1063975607387","7.08782251746954","6.3083479731128","6.30257798326694","6.80367714071925","6.12060018249562","6.26511069310281","5.28252191688301","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Seychelles","SYC","7.05096695467824","7.81250461811285","6.43848165975897","6.64464067841654","8.93685359199758","8.32021048058123","8.66903073286052","7.54677595756942","7.97027232163393","6.00679282457788","4.9427091455943","3.90012694273853","4.98329615075366","4.48443006592625","5.41867796276229","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Sierra Leone","SLE","0.0931955129125033","0.119934030322334","0.122795133397455","0.125535118526626","0.117970768581694","0.0965617538167733","0.1253955585283","0.106680052272353","0.107654006927725","0.103438844041291","0.11241639210246","0.135882766468855","0.152292538260207","0.172170095140492","0.184925701657908","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Singapore","SGP","12.1666243367801","11.9722151603234","11.3102312048755","7.56601372694738","6.83382557364837","7.1169214316223","6.99763209822407","4.34260609828839","7.46676196781582","11.2144225257455","10.9604087826578","8.72379741990645","6.84675846508862","10.3119819334926","10.306331909983","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Sint Maarten (Dutch part)","SXM","","","","","","","","","","","","","20.1134526558891","19.5335591553528","19.4613241342709","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Slovak Republic","SVK","6.65932948826437","7.31713779128579","7.30002053223114","7.34986807171807","7.21280145487577","7.32539080596046","7.27796296110182","6.84327381534925","7.01055856847993","6.31907323733116","6.72195956247584","6.39539628896351","6.05902290100616","6.11280355961594","5.66158132774424","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Slovenia","SVN","7.23840366026874","7.6117411122155","7.73101181732037","7.7722871746872","7.88482893442804","7.93167469309774","8.09460811573058","8.04946876353362","8.58644120958821","7.49160231390485","7.48585436860503","7.35063762791407","7.18548104448903","6.8695513926774","6.21368684468327","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Solomon Islands","SLB","0.364381290761956","0.372018128926774","0.362266864555142","0.361144125935327","0.352039168797619","0.343377634953233","0.34276580629884","0.364512922465209","0.370714621281049","0.376591568345156","0.375183311544364","0.366962310095735","0.359033309097766","0.357906561161854","0.350449345269538","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Somalia","SOM","0.053307231809562","0.0540726047627858","0.0613456456793362","0.0603934550425323","0.0587228757596211","0.057066117191046","0.0554241864650952","0.0551448753084178","0.0528958924033509","0.0510524009672027","0.0508070745890954","0.0487761719828533","0.0476913728351234","0.04635286497488","0.0450467230932889","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","South Africa","ZAF","8.28076479529149","8.02075608225641","7.58381406031063","8.48835057020516","9.33079576627919","8.5397561184538","9.07319976901658","9.35266474567886","9.85421895195103","9.87059693646667","9.19069871601177","9.00403338726771","8.84503303913285","8.67396282312054","8.98011929723466","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","South Sudan","SSD","","","","","","","","","","","","","0.123043931841892","0.129587680239481","0.129749350683477","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Spain","ESP","7.25782434589112","7.29074832831551","7.59128078166889","7.61116644458348","7.90805068135971","8.09705804769438","7.88419571010583","7.92089071606499","7.16553160668603","6.21697337783496","5.81641636625128","5.78801845772827","5.66093880333453","5.08439835268284","5.03382448723757","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Sri Lanka","LKA","0.545112224308269","0.55219088360875","0.580084525664636","0.576519906759751","0.634873861132702","0.61978867844281","0.608862738267744","0.623605803887972","0.612029771432949","0.656312555771866","0.656664382487028","0.745132332402183","0.784926511627907","0.75246091814428","0.88554580906071","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","St. Kitts and Nevis","KNA","3.7984087803588","3.82726679712981","4.24557792500161","4.18589608083541","4.4336369890142","4.07352245376561","4.0984555984556","4.34592129843521","4.29851784153223","4.39584561568997","4.27680046651764","4.44219897704111","4.18360555988667","4.2070943594952","4.2989449003517","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","St. Lucia","LCA","2.10278498110851","2.29094936389338","2.04279463955985","2.23246134444907","2.19227616470777","2.23988174499432","2.21695575157037","2.30162952513031","2.34036165937832","2.25137701582253","2.3372928496929","2.34155391412398","2.32812079961106","2.31718661049755","2.30719132076113","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","St. Martin (French part)","MAF","","","","","","","","","","","","","","","","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","St. Vincent and the Grenadines","VCT","1.35943205620123","1.66391636107716","1.72930112995395","1.82757729580065","2.0267320074798","2.02328404325756","2.0202558145941","2.08491751263217","2.08266385746347","2.85296513596881","2.01271554681425","1.81101325211952","2.31434765110493","1.91199231613611","1.91134540998747","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Sudan","SDN","0.159133713745191","0.178055692848892","0.220598608029217","0.239590404729863","0.294220660374736","0.273950845139068","0.291193188463428","0.332724015041885","0.341440489486692","0.346451108240755","0.345245385884236","0.330142236762997","0.301083380638175","0.309100309482467","","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Suriname","SUR","4.64982958995745","4.95851718507975","3.24154528365946","3.16138815396083","3.16460101695602","3.19702933784418","3.46116948604719","3.46048596737328","3.77272162562992","3.84577205211489","4.5654273022583","3.70432608650668","4.20586247409589","3.53493014339956","3.6340194332102","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Eswatini","SWZ","1.11930646990771","1.06633908923906","1.04148187209162","0.957730055030753","0.940983678415565","0.921829179299974","0.906511654472858","0.934116514440012","0.946100473122288","0.885167383064772","0.862756818637179","0.855951970931836","0.966578750446658","0.856576240153021","0.92871499200446","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Sweden","SWE","5.56243008285854","5.74702606576468","6.43422859805055","6.11519453231213","6.06224140440501","5.71031351209116","5.45900321623082","5.25352193659618","5.32809827545271","4.63141135977089","5.54734805226545","5.47495712076762","4.94230082776452","4.67142078453361","4.47818217821374","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Switzerland","CHE","5.43548498451474","5.93984843953972","5.58651281656358","5.47426713799331","5.46256893956053","5.55835038183489","5.59217531848891","5.03057401971126","5.28304432392851","5.37797364121195","4.98342894466888","4.67203836308538","4.72357428746104","4.97283587573087","4.31156299409097","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Syrian Arab Republic","SYR","3.11019716957954","2.90921022426389","2.28609417856529","3.11653390766469","2.86990233642083","2.76729589932248","2.83279244801619","3.38555996529482","3.32990621655823","2.99313259376651","2.93097133742052","2.72757822531861","2.19042754702691","1.83950323741953","1.59889845852933","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Tajikistan","TJK","0.359844953633286","0.362230080802892","0.291758999504939","0.315578655340521","0.381840267034479","0.356311539125929","0.379766210031573","0.45219797312365","0.397314920609905","0.328286152789195","0.33303078008226","0.300737248925243","0.366926485373097","0.425539774773414","0.620466724741697","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Tanzania","TZA","0.077571471180239","0.0890722244960485","0.0994297925696608","0.102461401996798","0.114084492166062","0.139662290891943","0.148358698527189","0.140649176724916","0.141950648465603","0.132511807938661","0.154161891846109","0.170126456715073","0.194470622892078","0.220730007616033","0.221347372384527","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Thailand","THA","2.87923298923262","3.06248319847049","3.25131860196572","3.47881002219628","3.74122706649869","3.78243358435178","3.82910412656361","3.81365564773437","3.79353416355903","4.00112921488869","4.19478193989097","4.12138945978632","4.37176541487934","4.40380756280922","4.62186003163084","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Timor-Leste","TLS","","","0.174652125673152","0.167921802733407","0.176599130328344","0.171474664972859","0.171351708577265","0.172163989133997","0.187072747678808","0.20819562993752","0.211508564867595","0.217131247000724","0.25360489643487","0.371540554186797","0.387014002147073","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Togo","TGO","0.273713590968232","0.227404401997742","0.234622216399516","0.271382707389044","0.252435136210435","0.235507985898254","0.209173434065482","0.234790329451919","0.273159481423922","0.439659633594462","0.406006379871787","0.368935463422566","0.362450983908114","0.377480424390468","0.362696891580548","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Tonga","TON","0.972064191186966","0.892476498565069","1.03520729149863","1.17592119371875","1.09565165428361","1.12505814471353","1.26213258071178","1.11059331555243","1.17480704820154","1.2741979074167","1.12682331928133","0.981822006751007","1.01326333241227","1.07926667173021","1.14396589211775","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Trinidad and Tobago","TTO","18.8008421241908","20.7129387447146","22.3979545121952","24.9111726004866","25.9055655212761","29.4166611408136","32.7489103276384","34.7329537295877","33.7435858449169","33.969786277124","36.0929327610873","35.1620879120879","33.8550001938002","34.5200319229103","34.1632426302683","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Tunisia","TUN","2.05406808419295","2.12734468384023","2.11484930648075","2.13755395295502","2.22598474425164","2.24321706289603","2.25498071033968","2.34126250826974","2.38539334177353","2.35595049304142","2.59965793011252","2.41798186065153","2.48044562395032","2.51190424527248","2.58705958448329","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Turkey","TUR","3.4179459428928","3.03081815818718","3.15744633341876","3.30666881659893","3.36410546196412","3.49600400015281","3.80456408463193","4.09007657928476","4.03151171197651","3.89470279202096","4.12021480689747","4.37056095839426","4.4194878877818","4.28530084308416","4.49147902571948","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Turkmenistan","TKM","8.31222101396084","8.34219842772256","8.66954786570591","9.57994033602814","9.89530632959405","10.1665707253187","10.2932958843934","11.5074300784557","11.5141625548396","10.0521323096277","11.2614853721392","12.073175209956","12.3148974370705","12.4361327229288","12.5172953406189","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Turks and Caicos Islands","TCA","3.69167593917236","3.63339113202873","4.55381289669764","4.3859888936352","4.10244526130734","4.57543103448276","5.17375732580855","5.7616969273743","6.0948746650385","5.94091585386014","6.15228753952378","6.00939144685008","6.1058246739231","5.98097136643711","6.08648744776075","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Tuvalu","TUV","0.778556263269639","0.771026072329689","1.14177477944992","1.12634381079144","1.11188599151001","1.09713772813404","0.723488211502417","1.07400175729767","1.06392649903288","1.05363470931903","0.696420093058589","0.690063981934513","1.02573426573427","1.01682225714022","1.00852585258526","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Uganda","UGA","0.059491397285958","0.0607849754486964","0.0605984948779938","0.0600496829649928","0.0630488432495772","0.0760534109867103","0.0858716464626072","0.0944606079661301","0.100754815516069","0.103166875153237","0.115583300233557","0.121524014830262","0.112110415912217","0.129674908955772","0.134656000985545","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Ukraine","UKR","6.52561877529799","6.60949131709243","6.61144067216431","7.37105121102128","7.2367678855929","7.08790191730628","6.97680495428825","6.90739681375895","6.72364983937983","5.64781047177944","6.6413496850931","6.26596231137638","6.4876028056754","5.97664184780697","5.02074706440171","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","United Arab Emirates","ARE","35.6782592296172","30.4911534224565","24.1512489051195","28.5525530661701","27.7012080194113","25.3623726461177","23.6310894324949","22.4398012133221","22.8239471921498","21.9085560836759","19.4436902679391","19.0764887762721","19.8176842234884","18.9541637858011","23.3020225078816","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","United Kingdom","GBR","9.19954923303155","9.23317498728384","8.90412310805173","9.05327783893049","8.98914012749737","8.98293853602857","8.89871022018899","8.61716368111307","8.42442398307829","7.57462213135116","7.85783648614987","7.07929762567232","7.35589827677421","7.14584435876957","6.49744049045117","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","United States","USA","20.1787505069199","19.6365050677187","19.6134040768814","19.5641045293305","19.6583711815214","19.5918852294317","19.0940665201349","19.217897835532","18.4617638680802","17.1577377931966","17.4421661155373","16.9734560923114","16.3042868033172","16.314351819388","16.4906083931135","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Uruguay","URY","1.59763853615135","1.52979814571415","1.38844206020062","1.38271795749205","1.68783031536995","1.7366803463543","1.99585265035606","1.79740854156056","2.46668222502883","2.39686388095475","1.89304338677963","2.29294186241591","2.55961960411296","2.22623587700135","1.97315082177576","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Uzbekistan","UZB","4.94226223509558","4.94516089879809","5.07872067141899","4.97277708354112","4.8798625521229","4.48078335307831","4.5412060441894","4.47374545928242","4.53801793222673","3.85817199305661","3.64704888244685","3.87480091617416","3.88973319451208","3.41744243334039","3.42072274584901","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Vanuatu","VUT","0.45574209863668","0.464937397643827","0.434846047557178","0.423900806175992","0.287406376902465","0.280231169699575","0.222103674161596","0.450137074738694","0.423102866779089","0.524345169746734","0.512118326667936","0.545795072580012","0.459328848213023","0.420092280222168","0.594993239327796","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Venezuela, RB","VEN","6.22428968235495","6.91775140894378","7.60829581993569","7.42613441826578","5.76335432237921","6.1639292714825","6.2231860018632","5.80626723311256","6.36474017686422","6.28912833146356","6.51337691396451","6.00145923956696","6.64923346808024","6.06646131348109","6.02569758235129","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Vietnam","VNM","0.66817173179905","0.753511856475972","0.863947416687995","0.95189589767503","1.08406259060619","1.16409601303626","1.20742858505374","1.22101564345574","1.36081249482962","1.46901267757483","1.61335958223951","1.70142228279496","1.57233798156171","1.60911159266528","1.80356574966869","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Virgin Islands (U.S.)","VIR","","","","","","","","","","","","","","","","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","West Bank and Gaza","PSE","0.271057675624788","0.450151178337065","0.375598342054769","0.405640435769733","0.57668170496066","0.826080985521004","0.665291777024802","0.665297084329185","0.570947493916625","0.564577774728555","0.53401483350485","0.572406877323468","0.54367527152258","0.584854656642777","","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Yemen, Rep.","YEM","0.819163987138264","0.881349701891802","0.833251432316381","0.889142767121674","0.943264168358723","0.973808146917103","1.00735978591088","0.964139106056771","0.999238383332981","1.06905949524371","0.992601743761824","0.810900295008215","0.749446817858344","0.996884970403485","0.864834534752234","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Zambia","ZMB","0.173056761414465","0.176165740879748","0.178396945651909","0.184923389841905","0.182853856535933","0.189858810324062","0.185075705098565","0.151567337792769","0.165936264405389","0.186396423356975","0.194337298690913","0.205910777583577","0.249456851413717","0.2611125299524","0.288271141095299","",""
CO2 emissions (metric tons per capita),"EN.ATM.CO2E.PC","Zimbabwe","ZWE","1.13920087224522","1.01859751992635","0.957193477873929","0.843469121206228","0.742439509541412","0.832299255519615","0.796027922930858","0.741657876284077","0.573101063254266","0.405715639126152","0.552146242342835","0.66475076996735","0.529703430657123","0.775563675088375","0.779955845162839","",""
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Afghanistan","AFG","0.959755897521973","0.77653694152832","6.26739358901977","11.7519664764404","17.2363185882568","23","28.2286128997803","33.7486801147461","42.4","44.8548851013184","42.7","43.2220189082037","69.1","67.2595520019531","89.5","71.5","84.1371383666992"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Albania","ALB","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Algeria","DZA","98.9651565551758","98.9440231323242","98.9105377197266","98.8707733154297","98.8307876586914","98.7966461181641","98.7744140625","98.7701416015625","99.3","98.8276748657227","98.8849716186523","98.9572982788086","98.7646604654583","99.1349868774414","99.2343444824219","99.3367080688477","99.439567565918"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","American Samoa","ASM","","","","","","","","","","","","","","","","",""
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Andorra","AND","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Angola","AGO","22.843355178833","20","24.939094543457","25.9745082855225","27.0097007751465","28.0507354736328","29.1036758422852","37.5","31.2680130004883","32.3824691772461","33.514949798584","34.6","35.821964263916","36.9904899597168","32","42","40.5206069946289"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Antigua and Barbuda","ATG","90.0720825195313","90.4764556884765","90.8684844970703","91.2542343139648","91.639762878418","92.2","92.4344024658203","92.8556442260742","93.2994079589844","93.7641983032227","94.2470092773438","94.5520140336941","95.2546920776367","95.773551940918","96.2984161376953","96.8262939453125","97.3546676635742"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Argentina","ARG","95.0992050170898","95.5110634674458","95.7975082397461","96.1342086791992","96.4706802368164","96.8129959106445","97.1672210693359","97.5394134521484","97.9341278076172","98.3633651733398","98.82","99.2161636352539","99.5844116210938","99.8371276855469","99.9592437744141","99.9952087402344","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Armenia","ARM","98.9","100","98","99.1483154296875","99.1796951293945","99.8","99.2657318115234","99.3310394287109","99.4156494140625","99.5198135375976","99.8","99.7671508789062","99.8788757324219","99.9540557861328","99.9889755249023","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Aruba","ABW","91.6603980031457","91.6380920410156","91.8337173461914","92.0230484008789","92.2121658325195","92.4071197509765","92.6139831542969","92.8388214111328","93.086166381836","93.3545455932617","93.3562921509542","93.9423751831055","94.2558135986328","94.5782623291016","94.9067230224609","95.2381820678711","95.5701446533203"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Australia","AUS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Austria","AUT","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Azerbaijan","AZE","98.9082224496759","98.5917816162109","100","98.9018249511719","99.0534973144531","99.2109756469727","99.5","99.562141418457","99.7418060302734","99.8847351074219","99.9656753540039","99.9","99.9997100830078","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Bahamas, The","BHS","95.6140518188477","96.065547","96.38525390625","96.7583999633789","97.1313247680664","97.5100936889648","97.900764465332","98.3253021240234","98.7536849975586","99.1822662353516","99.5609893798828","99.8256530761719","99.9557952880859","99.9947357177734","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Bahrain","BHR","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Bangladesh","BGD","32","34.9988059997559","37.3091239929199","39.6131591796875","40.6","44.23","50.5251024590164","46.5","51.2497749328613","53.6328544616699","55.26","59.6","60.8782157897949","61.5","62.4","68.2046813964844","75.92"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Barbados","BRB","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Belarus","BLR","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Belgium","BEL","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Belize","BLZ","89.8436584472656","89.9410400390625","90.0260772705078","90.1048278808594","90.1833572387695","90.2677307128906","90.9885308574549","90.4782562255859","90.6150207519531","90.7728118896484","89.9172243747798","91.6817359855335","91.3423233032227","91.5541839599609","91.7720565795898","91.8","92.2143173217773"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Benin","BEN","20.6677970886231","21.9","23.1457328796387","24.3722438812256","25.5985355377197","26.8306674957275","27.9","29.3367118835449","30.6212387084961","31.9267921447754","34.2","36.9","38.4","37.2992057800293","34.1","40.0334777832031","41.4026145935059"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Bermuda","BMU","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Bhutan","BTN","34.9193420410156","39.3070755004883","43.6824569702148","41.1","52.4204368591308","59.8081116441343","61.1817893981934","71.8","70.0135040283203","74.4616470336914","73.2829108748978","83.4089965820313","91.5","92.4044189453125","96.9126434326172","98.4235229492188","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Bolivia","BOL","69.963045","69.258539","63.996855","72.3","76.0509185791016","68.288209","76.211281","80.156567","84.674991","86.765597","84.2948150634766","88.335943","90.387375","89.505686","90.038729","91.522822","93.0391311645508"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Bosnia and Herzegovina","BIH","98.7678527832031","99.4","98.5","99.0473556518555","99.1321105957031","99.2226791381836","99.3872769868445","99.7","99.5800399780273","99.7254028320313","99.8557586669922","99.7057805469021","99.9866180419922","99.9984893798828","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Botswana","BWA","27.3054733276367","24.8","31.3644218444824","33.3814392089844","35.3982353210449","37.4208755493164","39.4554214477539","41.5079345703125","43.1","45.679027557373","47.7931137084961","53.24","52.0633392333984","54.2134704589844","56.3696098327637","58.528751373291","60.6883964538574"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Brazil","BRA","94.4665679931641","96.016528","96.652996","96.980098","96.765107","97.093513","97.594314","98.125382","98.526625","98.856938","98.883056640625","99.328691","99.519494","99.575151","99.650247","99.710902","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","British Virgin Islands","VGB","","","","","","","","","","","","","","","","",""
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Brunei Darussalam","BRN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Bulgaria","BGR","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Burkina Faso","BFA","9.22201061248779","9.79264450073242","10.3509321212769","11.4","11.454719543457","12.0123443603516","12.5818758010864","13.1693744659424","13.7793941497803","14.4104413986206","13.1","15.7236022949219","16.3997077941895","17.0848274230957","19.2","18.4700813293457","19.1647129058838"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Burundi","BDI","3.37765550613403","3.59004735946655","3.79009222984314","3.9838535785675","4.1773943901062","3.20731707317073","4.58806562423706","4.81732225418091","4.8","5.3419041633606","5.3","5.93858003616333","6.5","6.58331918716431","7","7.25208950042725","7.58847713470459"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Cabo Verde","CPV","55.9000663757324","58.1437530517578","58.6","62.6001472473145","64.8249816894531","67","69.2982406616211","71.5587921142578","73.8418579101563","76.1459579467773","81.1","80.8052215576172","83.1543807983398","85.5125503540039","87.8767242431641","90.2439041137695","92.6115875244141"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Cambodia","KHM","16.6","17.7442817687988","19.8128566741943","19.3","23.9372177124023","20.5","28.0849475860596","30.1827335357666","26.4","34.4443740844727","31.1","38.7781105041504","40.9645042419434","43.1599082946777","56.1","47.5657386779785","49.7706565856934"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Cameroon","CMR","41","46.2","44.0505065917969","45.1175422668457","47.1","47.257022857666","49","48.2","50.5691757202148","51.7152557373047","52.8793601989746","53.7","55.249626159668","56.4497795104981","56.8","58.8651008605957","60.0747680664063"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Canada","CAN","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Cayman Islands","CYM","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Central African Republic","CAF","6","6.02217054367065","6.48651599884033","6.94457817077637","7.40241956710815","7.86610364913941","7.80516932525804","8.83524990081787","9.35132789611816","9.8884334564209","9.8","11.013710975647","11.5958757400513","12.1870517730713","12.7842359542847","13.3844232559204","13.9851121902466"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Chad","TCD","2.90238356590271","3.22213125228882","3.52953219413757","3.83064913749695","3.5","4.43828439712524","4.75692844390869","5.09354114532471","5.45267391204834","5.83283472061157","6.4","6.64422225952148","7.06944179534912","7.50367307662964","7.94391202926636","7.7","8.83089828491211"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Channel Islands","CHI","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","Chile","CHL","97.938687","97.2531204223633","97.4631729125977","98.782325","97.870491027832","98.0887908935547","99.368108","98.5563507080078","98.8176727294922","99.593662","99.3886413574219","99.588193","99.8582229614258","99.6","99.9953384399414","99.714844","100"
Access to electricity (% of population),"EG.ELC.ACCS.ZS","China","CHN","96.2439270019531","96.5562057495117","96.8561401367187","97.149787902832","97.4432144165039","97.7424926757813","98.0668106079102","98.3987045288086","98.7499160766602","99.1156463623047","99.7","99.7487258911133","99.9163818359375","99.9831161499023","99.9984893798828","100","100"
